Indicator origin,Indicator,Sex,Age group,Application,Assumption,Source,Year,Notes
POPPI,Dementia,Male,75-79,National prevalence applied,0.053,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Male,80-84,National prevalence applied,0.103,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Male,85-89,National prevalence applied,0.151,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Male,90-94,National prevalence applied,0.226,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Male,95+,National prevalence applied,0.288,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Female,65-69,National prevalence applied,0.018,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Female,70-74,National prevalence applied,0.03,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Female,75-79,National prevalence applied,0.066,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Female,80-84,National prevalence applied,0.117,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Female,85-89,National prevalence applied,0.202,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Female,90-94,National prevalence applied,0.33,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Dementia,Female,95+,National prevalence applied,0.442,Dementia UK,2014,"Figures are taken from Dementia UK: Update (2014) prepared by King’s College London and the London School of Economics for the Alzheimer’s Society. This report updates the Dementia UK (2007) report. It provides a synthesis of best available evidence for the current cost and prevalence of dementia. It aims to provide an accurate understanding of dementia prevalence and cost in the UK to assist in policy development, influencing, commissioning and service design. To calculate the prevalence rates for the 90+ population, rates from the research for the 90-94 and 95+ age groups have been applied to the England population 2013 (when the research was undertaken) to calculate the numbers in each age group, the sum of these groups is then expressed as a percentage of the total 90+ population to establish the predicted prevalence of the 90+ population as a whole."
POPPI,Falls,Male,65-69,National prevalence applied,0.18,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Male,70-74,National prevalence applied,0.2,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Male,75-79,National prevalence applied,0.19,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Male,80-84,National prevalence applied,0.31,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Male,85-89,National prevalence applied,0.43,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Male,90+,National prevalence applied,0.43,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Female,65-69,National prevalence applied,0.23,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Female,70-74,National prevalence applied,0.27,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Female,75-79,National prevalence applied,0.27,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Female,80-84,National prevalence applied,0.34,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Female,85-89,National prevalence applied,0.43,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls,Female,90+,National prevalence applied,0.43,Health Survey for England,2005 (evaluated 2016),"Figures are taken from Health Survey for England (2005), volume 2, table 2.1: Prevalence and number of falls in last 12 months, by age and sex. A more recent study Gale C, Cooper C and Sayer A, 2016, Prevalence and risk factors for falls in older men and women: The English Longitudinal Study of Ageing, Age and Ageing; 45: 789–794 suggests that prevalence rates remain similar to the above."
POPPI,Falls related hospital admissions,Male,65-69,National prevalence applied,0.00822,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Male,70-74,National prevalence applied,0.01356,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Male,75-79,National prevalence applied,0.02467,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Male,80-84,National prevalence applied,0.0779,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Male,85-89,National prevalence applied,0.0779,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Male,90+,National prevalence applied,0.0779,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Female,65-69,National prevalence applied,0.00822,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Female,70-74,National prevalence applied,0.01356,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Female,75-79,National prevalence applied,0.02467,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Female,80-84,National prevalence applied,0.0779,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Female,85-89,National prevalence applied,0.0779,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Falls related hospital admissions,Female,90+,National prevalence applied,0.0779,Hospital Episode Statistics,2017,"These figures are taken from Hospital Episode Statistics for England: Admitted Patient Care statistics, 2016-17 (2017), NHS Digital, Table External cause. Data for falls is based on ICD-10 codes W01, W05-W10, W18 and W19. Note that rates given are for numbers of admissions and not numbers of individual people."
POPPI,Incontinence (bladder) less than once per week,Male,65-69,National prevalence applied,0.05,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Male,70-74,National prevalence applied,0.05,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Male,75-79,National prevalence applied,0.05,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Male,80-84,National prevalence applied,0.06,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Male,85-89,National prevalence applied,0.13,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Male,90+,National prevalence applied,0.13,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Female,65-69,National prevalence applied,0.05,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Female,70-74,National prevalence applied,0.06,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Female,75-79,National prevalence applied,0.08,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Female,80-84,National prevalence applied,0.08,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Female,85-89,National prevalence applied,0.06,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) less than once per week,Female,90+,National prevalence applied,0.06,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Male,65-69,National prevalence applied,0.12,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Male,70-74,National prevalence applied,0.15,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Male,75-79,National prevalence applied,0.18,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Male,80-84,National prevalence applied,0.21,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Male,85-89,National prevalence applied,0.19,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Male,90+,National prevalence applied,0.19,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Female,65-69,National prevalence applied,0.14,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Female,70-74,National prevalence applied,0.12,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Female,75-79,National prevalence applied,0.17,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Female,80-84,National prevalence applied,0.17,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Female,85-89,National prevalence applied,0.28,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Incontinence (bladder) at least once per week,Female,90+,National prevalence applied,0.28,Health Survey for England,2005,"Figures are taken from Health Survey for England (2005), volume 1, table 3.14: Prevalence and frequency of bladder problems, by age and sex."
POPPI,Visual Impairment,Male,65-69,National prevalence applied,0.056,Royal National Institute of Blind People,2006,"Figures are taken from 'The number of people in the UK with a visual impairment: the use of research evidence and official statistics to estimate and describe the size of the visually impaired population', Nigel Charles, RNIB, July 2006. The overall prevalence of all causes of visual impairment in those aged 65-74 years and over with visual acuity (VA) of less than 6/18 (moderate or severe) is 5.6%, and 12.4% for those aged over 75. VA of less than 6/18 is largely used as the point which approximates to the statutory threshold for qualifying as registered severely sight impaired (blind) or registered sight impaired (partially sighted). Of those aged 75 and over, approximately half have cataracts or refractive error (i.e. correctable sight loss) and if these are excluded, the prevalence estimate of those with 'registrable' eye conditions is 6.4% in this age group. A small proportion have both cataracts and some other registrable cause of vision impairment and these are included within this figure. Age related macular degeneration is the most common cause of registerable sight loss in older people"
POPPI,Visual Impairment,Male,70-74,National prevalence applied,0.056,Royal National Institute of Blind People,2006,"Figures are taken from 'The number of people in the UK with a visual impairment: the use of research evidence and official statistics to estimate and describe the size of the visually impaired population', Nigel Charles, RNIB, July 2006. The overall prevalence of all causes of visual impairment in those aged 65-74 years and over with visual acuity (VA) of less than 6/18 (moderate or severe) is 5.6%, and 12.4% for those aged over 75. VA of less than 6/18 is largely used as the point which approximates to the statutory threshold for qualifying as registered severely sight impaired (blind) or registered sight impaired (partially sighted). Of those aged 75 and over, approximately half have cataracts or refractive error (i.e. correctable sight loss) and if these are excluded, the prevalence estimate of those with 'registrable' eye conditions is 6.4% in this age group. A small proportion have both cataracts and some other registrable cause of vision impairment and these are included within this figure. Age related macular degeneration is the most common cause of registerable sight loss in older people"
POPPI,Visual Impairment,Male,75-79,National prevalence applied,0.124,Royal National Institute of Blind People,2006,"Figures are taken from 'The number of people in the UK with a visual impairment: the use of research evidence and official statistics to estimate and describe the size of the visually impaired population', Nigel Charles, RNIB, July 2006. The overall prevalence of all causes of visual impairment in those aged 65-74 years and over with visual acuity (VA) of less than 6/18 (moderate or severe) is 5.6%, and 12.4% for those aged over 75. VA of less than 6/18 is largely used as the point which approximates to the statutory threshold for qualifying as registered severely sight impaired (blind) or registered sight impaired (partially sighted). Of those aged 75 and over, approximately half have cataracts or refractive error (i.e. correctable sight loss) and if these are excluded, the prevalence estimate of those with 'registrable' eye conditions is 6.4% in this age group. A small proportion have both cataracts and some other registrable cause of vision impairment and these are included within this figure. Age related macular degeneration is the most common cause of registerable sight loss in older people"
POPPI,Visual Impairment,Male,80-84,National prevalence applied,0.124,Royal National Institute of Blind People,2006,"Figures are taken from 'The number of people in the UK with a visual impairment: the use of research evidence and official statistics to estimate and describe the size of the visually impaired population', Nigel Charles, RNIB, July 2006. The overall prevalence of all causes of visual impairment in those aged 65-74 years and over with visual acuity (VA) of less than 6/18 (moderate or severe) is 5.6%, and 12.4% for those aged over 75. VA of less than 6/18 is largely used as the point which approximates to the statutory threshold for qualifying as registered severely sight impaired (blind) or registered sight impaired (partially sighted). Of those aged 75 and over, approximately half have cataracts or refractive error (i.e. correctable sight loss) and if these are excluded, the prevalence estimate of those with 'registrable' eye conditions is 6.4% in this age group. A small proportion have both cataracts and some other registrable cause of vision impairment and these are included within this figure. Age related macular degeneration is the most common cause of registerable sight loss in older people"
POPPI,Visual Impairment,Male,85-89,National prevalence applied,0.124,Royal National Institute of Blind People,2006,"Figures are taken from 'The number of people in the UK with a visual impairment: the use of research evidence and official statistics to estimate and describe the size of the visually impaired population', Nigel Charles, RNIB, July 2006. The overall prevalence of all causes of visual impairment in those aged 65-74 years and over with visual acuity (VA) of less than 6/18 (moderate or severe) is 5.6%, and 12.4% for those aged over 75. VA of less than 6/18 is largely used as the point which approximates to the statutory threshold for qualifying as registered severely sight impaired (blind) or registered sight impaired (partially sighted). Of those aged 75 and over, approximately half have cataracts or refractive error (i.e. correctable sight loss) and if these are excluded, the prevalence estimate of those with 'registrable' eye conditions is 6.4% in this age group. A small proportion have both cataracts and some other registrable cause of vision impairment and these are included within this figure. Age related macular degeneration is the most common cause of registerable sight loss in older people"
POPPI,Visual Impairment,Male,90+,National prevalence applied,0.124,Royal National Institute of Blind People,2006,"Figures are taken from 'The number of people in the UK with a visual impairment: the use of research evidence and official statistics to estimate and describe the size of the visually impaired population', Nigel Charles, RNIB, July 2006. The overall prevalence of all causes of visual impairment in those aged 65-74 years and over with visual acuity (VA) of less than 6/18 (moderate or severe) is 5.6%, and 12.4% for those aged over 75. VA of less than 6/18 is largely used as the point which approximates to the statutory threshold for qualifying as registered severely sight impaired (blind) or registered sight impaired (partially sighted). Of those aged 75 and over, approximately half have cataracts or refractive error (i.e. correctable sight loss) and if these are excluded, the prevalence estimate of those with 'registrable' eye conditions is 6.4% in this age group. A small proportion have both cataracts and some other registrable cause of vision impairment and these are included within this figure. Age related macular degeneration is the most common cause of registerable sight loss in older people"
POPPI,Visual Impairment,Female,65-69,National prevalence applied,0.056,Royal National Institute of Blind People,2006,"Figures are taken from 'The number of people in the UK with a visual impairment: the use of research evidence and official statistics to estimate and describe the size of the visually impaired population', Nigel Charles, RNIB, July 2006. The overall prevalence of all causes of visual impairment in those aged 65-74 years and over with visual acuity (VA) of less than 6/18 (moderate or severe) is 5.6%, and 12.4% for those aged over 75. VA of less than 6/18 is largely used as the point which approximates to the statutory threshold for qualifying as registered severely sight impaired (blind) or registered sight impaired (partially sighted). Of those aged 75 and over, approximately half have cataracts or refractive error (i.e. correctable sight loss) and if these are excluded, the prevalence estimate of those with 'registrable' eye conditions is 6.4% in this age group. A small proportion have both cataracts and some other registrable cause of vision impairment and these are included within this figure. Age related macular degeneration is the most common cause of registerable sight loss in older people"
POPPI,Visual Impairment,Female,70-74,National prevalence applied,0.056,Royal National Institute of Blind People,2006,"Figures are taken from 'The number of people in the UK with a visual impairment: the use of research evidence and official statistics to estimate and describe the size of the visually impaired population', Nigel Charles, RNIB, July 2006. The overall prevalence of all causes of visual impairment in those aged 65-74 years and over with visual acuity (VA) of less than 6/18 (moderate or severe) is 5.6%, and 12.4% for those aged over 75. VA of less than 6/18 is largely used as the point which approximates to the statutory threshold for qualifying as registered severely sight impaired (blind) or registered sight impaired (partially sighted). Of those aged 75 and over, approximately half have cataracts or refractive error (i.e. correctable sight loss) and if these are excluded, the prevalence estimate of those with 'registrable' eye conditions is 6.4% in this age group. A small proportion have both cataracts and some other registrable cause of vision impairment and these are included within this figure. Age related macular degeneration is the most common cause of registerable sight loss in older people"
